city,state_name,population
Maywood,New Jersey,10042
White Horse,New Jersey,10040
Fairview,California,10033
Hyrum,Utah,10022
Country Club,California,10017
North Gates,New York,10014
Cypress Gardens,Florida,10013
Willow Street,Pennsylvania,10010
Rio Vista,California,10002
Harrisonville,Missouri,10002
Detroit Lakes,Minnesota,10002
Fairmount,New York,9998
Struthers,Ohio,9995
Woodbury,New Jersey,9992
Cambridge,Minnesota,9992
Jefferson,Louisiana,9984
Winfield,Illinois,9982
Willoughby Hills,Ohio,9979
Sweet Home,Oregon,9977
Fort Stewart,Georgia,9976
Cape Canaveral,Florida,9976
Columbia City,Indiana,9975
Bay St. Louis,Mississippi,9971
Kinnelon,New Jersey,9971
West Point,Mississippi,9967
West Glens Falls,New York,9967
Grosse Pointe Farms,Michigan,9957
George Mason,Virginia,9954
Fallston,Maryland,9954
DuPont,Washington,9952
Roanoke,Texas,9947
Vernon,Texas,9947
Cedar Hills,Utah,9945
West Perrine,Florida,9944
Marysville,Michigan,9942
Green Cove Springs,Florida,9937
Kensington,Connecticut,9936
Bacliff,Texas,9935
Locust Grove,Georgia,9931
Mission,Kansas,9928
Brentwood,Pennsylvania,9927
Sparta,Wisconsin,9921
St. Augustine Shores,Florida,9921
Bee Ridge,Florida,9921
Ellisville,Missouri,9908
Mayfield,Kentucky,9905
Muskegon Heights,Michigan,9902
Woodfield,South Carolina,9901
Makaha,Hawaii,9898
Villas,New Jersey,9897
Travis Ranch,Texas,9894
Salem,Utah,9893
Lincoln City,Oregon,9890
Rye Brook,New York,9884
Avon Park,Florida,9879
Harvard,Illinois,9875
East Liverpool,Ohio,9869
Wapakoneta,Ohio,9867
Succasunna,New Jersey,9866
Peru,Illinois,9863
Jesup,Georgia,9863
Greencastle,Indiana,9863
Ingleside,Texas,9861
Alamosa,Colorado,9847
Fairfield,Alabama,9846
Picnic Point,Washington,9833
Marathon,Florida,9831
College Place,Washington,9828
Uniontown,Pennsylvania,9819
Capitola,California,9813
DeRidder,Louisiana,9812
Thomaston,Georgia,9798
Eagle Point,Oregon,9783
Frankfort Square,Illinois,9777
Sedona,Arizona,9770
Decatur,Indiana,9769
Madera Acres,California,9758
Mahomet,Illinois,9755
Washington,North Carolina,9754
Fultondale,Alabama,9753
Fairview,Tennessee,9751
Keokuk,Iowa,9748
Mount Airy,Maryland,9746
Morrisville,Pennsylvania,9740
Vidor,Texas,9738
Tanaina,Alaska,9738
Arden Hills,Minnesota,9737
Monett,Missouri,9734
Keansburg,New Jersey,9729
Sauk Village,Illinois,9724
Sandy Hook,Connecticut,9718
Hartland,Wisconsin,9716
Beverly Hills,Florida,9716
South Amboy,New Jersey,9714
New Square,New York,9712
Lambertville,Michigan,9708
Croydon,Pennsylvania,9704
Sturgeon Bay,Wisconsin,9702
McCordsville,Indiana,9700
Morehead City,North Carolina,9696
Canonsburg,Pennsylvania,9682
Jennings,Louisiana,9679
Flossmoor,Illinois,9666
Picture Rocks,Arizona,9665
Canal Winchester,Ohio,9659
Hillsborough,North Carolina,9656
Brewer,Maine,9654
Sunbury,Pennsylvania,9643
Burlington,Washington,9637
Matawan,New Jersey,9636
Brownsville,Tennessee,9634
Walker Mill,Maryland,9626
Middletown,Kentucky,9622
Bala Cynwyd,Pennsylvania,9622
Mooresville,Indiana,9608
Orange Cove,California,9607
Gateway,Florida,9603
Fredonia,New York,9601
Winchester,Tennessee,9600
Ogdensburg,New York,9600
Lititz,Pennsylvania,9599
Orange Lake,New York,9588
Greenville,New York,9586
Country Club Estates,Georgia,9575
Silver City,New Mexico,9574
Greenwood,Arkansas,9570
Middletown,Pennsylvania,9567
North College Hill,Ohio,9564
Browns Mills,New Jersey,9561
Louisville,Ohio,9560
Bladensburg,Maryland,9552
Bridge City,Texas,9549
Fishersville,Virginia,9546
Oakland,Tennessee,9544
Litchfield Beach,South Carolina,9544
Claymont,Delaware,9543
Mechanicsburg,Pennsylvania,9535
Helena Valley Southeast,Montana,9533
Grinnell,Iowa,9527
Itasca,Illinois,9525
Belmont,Virginia,9525
Ivins,Utah,9524
Girard,Ohio,9521
Countryside,Virginia,9521
Pryor Creek,Oklahoma,9520
Oil City,Pennsylvania,9517
St. Anthony,Minnesota,9516
Amityville,New York,9513
Anaconda,Montana,9512
Bluefield,West Virginia,9511
Tomah,Wisconsin,9505
Pleasant Grove,Alabama,9502
Clarksville,Arkansas,9500
Springs,New York,9489
Richmond Heights,Florida,9489
Mentone,California,9487
Chevy Chase,Maryland,9484
Florence,Oregon,9483
Woodway,Texas,9483
Parsons,Kansas,9482
Eidson Road,Texas,9481
Terrace Heights,Washington,9480
Oakwood,Ohio,9480
Rochelle,Illinois,9477
Lugoff,South Carolina,9475
Berlin,New Hampshire,9473
LaSalle,Illinois,9471
The Village,Oklahoma,9470
Bull Mountain,Oregon,9465
Rockcreek,Oregon,9463
Oakbrook,Kentucky,9459
Jacinto City,Texas,9458
Monmouth Junction,New Jersey,9457
Halls,Tennessee,9455
Madeira,Ohio,9454
Beckett Ridge,Ohio,9451
Steger,Illinois,9449
Hailey,Idaho,9439
Fairfield,Iowa,9438
Ashland,New Jersey,9437
Wasilla,Alaska,9435
Alma,Michigan,9421
Charter Oak,California,9414
St. Stephens,North Carolina,9409
Bastrop,Louisiana,9408
Southside,Alabama,9407
Angola,Indiana,9383
Helotes,Texas,9372
Coral Hills,Maryland,9372
Fallon,Nevada,9371
Roxborough Park,Colorado,9365
Denham Springs,Louisiana,9362
Indianola,Mississippi,9360
Lago Vista,Texas,9341
Diamondhead,Mississippi,9338
Sheffield,Alabama,9334
Havre,Montana,9333
St. Francis,Wisconsin,9318
Chesapeake Ranch Estates,Maryland,9307
Laurens,South Carolina,9307
Bohemia,New York,9306
Severance,Colorado,9302
Sanger,Texas,9302
Leonia,New Jersey,9300
Quakertown,Pennsylvania,9298
Riverdale,Utah,9294
Hardeeville,South Carolina,9293
Bridgeport,West Virginia,9292
Haiku-Pauwela,Hawaii,9290
Gibsonville,North Carolina,9289
East Stroudsburg,Pennsylvania,9278
Blanchard,Oklahoma,9276
Warren,Pennsylvania,9273
Woodbury,New York,9270
Charlotte,Michigan,9269
Delta,Colorado,9266
Eunice,Louisiana,9261
Smithville,New Jersey,9260
Middlesborough,Kentucky,9258
Augusta,Kansas,9252
Pine Lake Park,New Jersey,9251
Rensselaer,New York,9247
Sandpoint,Idaho,9244
Bethalto,Illinois,9244
Shawano,Wisconsin,9236
Brooksville,Florida,9235
Conshohocken,Pennsylvania,9235
Palm Beach,Florida,9234
Plymouth,Michigan,9234
Sugar Grove,Illinois,9233
Oakville,Connecticut,9233
McFarland,Wisconsin,9230
Merrill,Wisconsin,9224
Ventnor City,New Jersey,9220
Hooper,Utah,9220
Park Ridge,New Jersey,9218
Helena-West Helena,Arkansas,9218
Riverside,Connecticut,9216
Commerce,Texas,9211
Crozet,Virginia,9211
Waseca,Minnesota,9209
Marlboro Village,Maryland,9200
Washington Terrace,Utah,9196
Hickam Housing,Hawaii,9195
Glenshaw,Pennsylvania,9194
Cusseta,Georgia,9181
Richmond Heights,Missouri,9179
Waterford,California,9177
Mound,Minnesota,9176
Perkasie,Pennsylvania,9176
Bryans Road,Maryland,9174
Toccoa,Georgia,9173
Seven Corners,Virginia,9171
Mahopac,New York,9171
Ecorse,Michigan,9170
Stonegate,Colorado,9164
University of Virginia,Virginia,9159
Aiea,Hawaii,9155
Incline Village,Nevada,9152
Elsmere,Kentucky,9151
Merrydale,Louisiana,9149
Forestdale,Alabama,9149
Fairfield Glade,Tennessee,9149
Glens Falls North,New York,9148
Jessup,Maryland,9147
Aliquippa,Pennsylvania,9146
Hawthorn Woods,Illinois,9145
Des Peres,Missouri,9145
Stony Brook University,New York,9138
Willowbrook,Illinois,9138
Hampstead,North Carolina,9129
Chillicothe,Missouri,9129
Boulder Hill,Illinois,9127
Harrodsburg,Kentucky,9126
Dayton,Texas,9121
Gretna,Nebraska,9117
Lake Mohawk,New Jersey,9116
Sunset Hills,Missouri,9113
Bogota,New Jersey,9110
Grants,New Mexico,9106
Cresskill,New Jersey,9101
Absecon,New Jersey,9099
Little Falls,Minnesota,9094
Rockingham,North Carolina,9094
Mount Pleasant,Iowa,9093
Tuscumbia,Alabama,9084
Riverside,Illinois,9079
Tuskegee,Alabama,9070
Bernalillo,New Mexico,9068
East Grand Forks,Minnesota,9067
West Athens,California,9064
Orange Park,Florida,9062
Kings Grant,North Carolina,9061
Booneville,Mississippi,9060
Lapeer,Michigan,9053
Micco,Florida,9053
Sanatoga,Pennsylvania,9048
Lynwood,Illinois,9047
Clinton,Missouri,9047
Citrus Hills,Florida,9044
Newark,New York,9040
Corona de Tucson,Arizona,9039
Tiburon,California,9035
Harleysville,Pennsylvania,9034
Oak Grove,Minnesota,9031
Rice Lake,Wisconsin,9030
Benton Harbor,Michigan,9023
Craig,Colorado,9022
Cape St. Claire,Maryland,9016
Summit View,Washington,9014
Audubon,Pennsylvania,9014
Lake Park,Florida,9005
Meadow Lakes,Alaska,8994
Indian Harbour Beach,Florida,8991
Kulpsville,Pennsylvania,8990
Hillcrest,New York,8989
Fairless Hills,Pennsylvania,8985
North Kensington,Maryland,8980
Saline,Michigan,8976
Purcellville,Virginia,8974
Aberdeen,North Carolina,8969
Lincoln Village,Ohio,8968
Westwood,Michigan,8968
Fitzgerald,Georgia,8962
Orting,Washington,8957
Kennedale,Texas,8954
Flanders,New Jersey,8949
Ladue,Missouri,8948
Sheffield Lake,Ohio,8946
Manteno,Illinois,8942
Harahan,Louisiana,8939
Meadowbrook,Alabama,8939
Rio del Mar,California,8938
Valley Center,Kansas,8937
Pulaski,Virginia,8937
Haledon,New Jersey,8936
Cloverdale,California,8933
Plainedge,New York,8930
Wesley Chapel,North Carolina,8923
Plymouth,Wisconsin,8913
Seneca,South Carolina,8910
Northwest Harborcreek,Pennsylvania,8908
Evergreen,Montana,8908
Skidaway Island,Georgia,8907
North Merritt Island,Florida,8903
Poteau,Oklahoma,8903
Cortez,Colorado,8898
Caldwell,New Jersey,8898
Greenville,Michigan,8897
Oxford,North Carolina,8897
Oak Island,North Carolina,8888
Summit,Washington,8885
Beaver Falls,Pennsylvania,8885
Bainbridge,Ohio,8882
Village St. George,Louisiana,8880
Lansdowne,Maryland,8879
Warrenton,Missouri,8870
East York,Pennsylvania,8868
Blacklick Estates,Ohio,8867
Clayton,New Jersey,8867
Olney,Illinois,8864
Clanton,Alabama,8862
Whippany,New Jersey,8862
Collingdale,Pennsylvania,8862
Signal Mountain,Tennessee,8861
Larkfield-Wikiup,California,8861
Bee Cave,Texas,8861
Pleasant Hill,Missouri,8853
Harwood Heights,Illinois,8851
Marina del Rey,California,8844
Thief River Falls,Minnesota,8841
Andalusia,Alabama,8841
Pearsall,Texas,8841
Bloomingdale,Tennessee,8840
Panthersville,Georgia,8840
Pitman,New Jersey,8834
Rockwood,Virginia,8834
St. Pete Beach,Florida,8832
Winslow,Arizona,8831
Bayport,New York,8831
Montecito,California,8823
Carbondale,Pennsylvania,8820
Woodmoor,Colorado,8819
Park Forest Village,Pennsylvania,8810
Fort Valley,Georgia,8808
Savoy,Illinois,8807
Aransas Pass,Texas,8807
Baxter,Minnesota,8804
Boonton,New Jersey,8803
Brownfield,Texas,8803
Valley Cottage,New York,8803
Bath,Maine,8801
Madison Park,New Jersey,8798
Highland Park,Michigan,8798
Paloma Creek South,Texas,8797
Hernando,Florida,8795
Monmouth,Illinois,8794
Whitehouse,Texas,8794
Hoquiam,Washington,8792
Fort Irwin,California,8791
Hope,Arkansas,8787
Dock Junction,Georgia,8786
Dunn Loring,Virginia,8782
Topanga,California,8781
Edgemere,Maryland,8778
Maysville,Kentucky,8778
Highland Park,Texas,8774
Guntersville,Alabama,8771
Redlands,Colorado,8771
Graham,Texas,8758
Franklin,New Hampshire,8757
North Haledon,New Jersey,8757
Coffeyville,Kansas,8752
Altoona,Wisconsin,8750
Milton,Washington,8747
Toppenish,Washington,8746
Mascoutah,Illinois,8743
Temple Hills,Maryland,8740
Lancaster,South Carolina,8738
Presque Isle,Maine,8736
Hillview,Kentucky,8735
Rodeo,California,8735
Smithfield,Virginia,8729
Village Green-Green Ridge,Pennsylvania,8725
Irondale,Georgia,8722
Cameron,Missouri,8721
Jeannette,Pennsylvania,8719
Glencoe,Illinois,8715
Fort Knox,Kentucky,8715
Wyoming,Ohio,8712
Millersville,Pennsylvania,8711
Port Jervis,New York,8709
Lake Villa,Illinois,8707
Shelby,Ohio,8706
White Meadow Lake,New Jersey,8706
Anthony,New Mexico,8701
Othello,Washington,8699
Audubon,New Jersey,8699
York,South Carolina,8697
Milliken,Colorado,8695
Leisure World,Maryland,8693
Stevensville,Maryland,8693
Derby,Colorado,8692
Spring Hill,Kansas,8691
Rock Falls,Illinois,8683
Arizona City,Arizona,8681
Orosi,California,8679
Fort Mitchell,Kentucky,8676
Midland,Washington,8676
Providence,Utah,8675
Perry Heights,Ohio,8672
Wharton,Texas,8671
Park Hills,Missouri,8667
Bryan,Ohio,8664
South Lockport,New York,8660
Tecumseh,Michigan,8655
Cheviot,Ohio,8655
Evergreen,Colorado,8643
Laughlin,Nevada,8643
Clarendon Hills,Illinois,8642
Olmsted Falls,Ohio,8640
Cumberland Hill,Rhode Island,8638
Livingston,Montana,8635
East Foothills,California,8630
Chanute,Kansas,8629
Perryton,Texas,8625
Montvale,New Jersey,8625
Montrose,Virginia,8624
Glenwood,Illinois,8620
Highland Heights,Ohio,8619
Fair Lakes,Virginia,8617
Covington,Tennessee,8612
Templeton,California,8608
Harrisburg,Illinois,8608
Monona,Wisconsin,8604
Long Hill,Connecticut,8597
Fort Riley,Kansas,8595
Fern Park,Florida,8593
Conning Towers Nautilus Park,Connecticut,8590
Miramar Beach,Florida,8587
Greenville,Rhode Island,8586
Beebe,Arkansas,8580
Sonterra,Texas,8576
West Long Branch,New Jersey,8576
Sutherlin,Oregon,8574
Arab,Alabama,8573
Gering,Nebraska,8567
Hollymead,Virginia,8566
Murphy,Missouri,8566
Baltimore Highlands,Maryland,8564
Napoleon,Ohio,8561
Innsbrook,Virginia,8559
La Cresta,California,8558
Corrales,New Mexico,8557
Wedgefield,Florida,8556
Skiatook,Oklahoma,8553
Sallisaw,Oklahoma,8553
Ellsworth,Maine,8550
Summit Park,Utah,8545
Closter,New Jersey,8544
Socorro,New Mexico,8540
Olivette,Missouri,8539
Old Forge,Pennsylvania,8533
Delavan,Wisconsin,8531
Perryville,Missouri,8530
Lamesa,Texas,8527
Gonzales,California,8526
Ahuimanu,Hawaii,8520
Sangaree,South Carolina,8517
Cedar Hills,Oregon,8515
Dunn,North Carolina,8512
Georgetown,South Carolina,8511
Murillo,Texas,8511
Minnetrista,Minnesota,8509
Hondo,Texas,8508
Beecher,Michigan,8507
Lewistown,Pennsylvania,8505
Swissvale,Pennsylvania,8499
Seffner,Florida,8498
Malverne,New York,8496
Temperance,Michigan,8495
Fort Lupton,Colorado,8494
Ephrata,Washington,8493
Hampton,Georgia,8491
Liberty,Texas,8491
Conover,North Carolina,8491
Pukalani,Hawaii,8490
Bellwood,Virginia,8489
Kenwood,Ohio,8484
Fruitland Park,Florida,8482
Gypsum,Colorado,8481
Village of Waukesha,Wisconsin,8479
Oak Grove,Missouri,8477
Richland Hills,Texas,8473
Jefferson City,Tennessee,8472
August,California,8471
Independence,Kansas,8469
Farmington,Arkansas,8469
Collinsville,Oklahoma,8468
Bemiss,Georgia,8464
Black Mountain,North Carolina,8462
River Road,Oregon,8462
Clinton,Oklahoma,8461
Barre,Vermont,8461
Farmingdale,New York,8450
Hastings-on-Hudson,New York,8449
Center Line,Michigan,8448
Harrison,Tennessee,8446
Lake Geneva,Wisconsin,8443
Villanova,Pennsylvania,8431
Corbin,Kentucky,8430
Edgewood,Kentucky,8429
Brook Highland,Alabama,8428
Northfield,New Jersey,8427
Plumas Lake,California,8424
Grandview Heights,Ohio,8422
Whitefish,Montana,8422
Guadalupe,California,8422
Kronenwetter,Wisconsin,8420
Pleasant Hills,Pennsylvania,8418
Mont Belvieu,Texas,8416
Miles City,Montana,8412
Mukwonago,Wisconsin,8411
Dumbarton,Virginia,8407
Sitka,Alaska,8393
Wading River,New York,8393
Winnemucca,Nevada,8391
Gilberts,Illinois,8389
Atmore,Alabama,8389
Lock Haven,Pennsylvania,8386
Westwego,Louisiana,8382
Crete,Illinois,8382
Dayton,Minnesota,8381
Oak Hills Place,Louisiana,8380
Hillsboro,Texas,8375
Menominee,Michigan,8370
Westgate,Florida,8369
Los Altos Hills,California,8367
Park City,Utah,8365
Ogden,North Carolina,8363
Virginia,Minnesota,8362
Orrville,Ohio,8361
Hood River,Oregon,8360
Payette,Idaho,8358
Upper Saddle River,New Jersey,8354
Parkville,Pennsylvania,8354
Eaton,Ohio,8353
Austell,Georgia,8351
Stanwood,Washington,8351
Hampshire,Illinois,8351
Scott,Louisiana,8348
Princeton,Indiana,8347
Waite Park,Minnesota,8341
Houghton,Michigan,8341
Fort Stockton,Texas,8340
Kenilworth,New Jersey,8339
Shiprock,New Mexico,8339
Cushing,Oklahoma,8336
Newton,New Jersey,8336
Clinton,North Carolina,8336
Sioux Center,Iowa,8335
Abingdon,Virginia,8332
Centerville,Georgia,8323
Flushing,Michigan,8323
Mayo,Maryland,8322
Elwood,Indiana,8320
Monticello,Arkansas,8320
St. Marys,Ohio,8319
Fort Lee,Virginia,8318
Good Hope,California,8315
Twin Rivers,New Jersey,8315
Runnemede,New Jersey,8310
Mount Joy,Pennsylvania,8310
North Madison,Ohio,8309
Trinidad,Colorado,8309
Senatobia,Mississippi,8306
Pulaski,Tennessee,8305
Firebaugh,California,8301
Selah,Washington,8301
Folsom,Pennsylvania,8298
Mila Doce,Texas,8298
Edgewater,Maryland,8297
Lely Resort,Florida,8296
Brookhaven,Pennsylvania,8288
Savage,Maryland,8284
Maryville,Illinois,8280
St. Francis,Minnesota,8279
Joshua,Texas,8279
Twin Lakes,Colorado,8279
Duvall,Washington,8279
Druid Hills,Georgia,8278
Long Grove,Illinois,8266
Tuba City,Arizona,8265
West Haven-Sylvan,Oregon,8265
Alondra Park,California,8262
Carl Junction,Missouri,8257
Seaford,Delaware,8255
Orland,California,8252
Rhinelander,Wisconsin,8248
Prien,Louisiana,8248
Denison,Iowa,8247
Oak Hills,California,8246
Somers,Wisconsin,8245
Orange Beach,Alabama,8244
Dayton,New Jersey,8241
Mason,Michigan,8239
Rockton,Illinois,8238
Castle Shannon,Pennsylvania,8237
Mount Rainier,Maryland,8235
Helena Valley West Central,Montana,8224
Wytheville,Virginia,8224
Stayton,Oregon,8223
Auburn,Georgia,8222
Prairie View,Texas,8220
Wynne,Arkansas,8220
Hatboro,Pennsylvania,8219
Rawlins,Wyoming,8217
Price,Utah,8216
Bay Minette,Alabama,8215
Barberton,Washington,8213
Franklin,Virginia,8212
Croton-on-Hudson,New York,8205
Orono,Minnesota,8205
Bellevue,Ohio,8201
Sans Souci,South Carolina,8199
Winooski,Vermont,8198
McGregor,Florida,8198
Oradell,New Jersey,8197
Wilson,Pennsylvania,8196
New Prague,Minnesota,8195
Milan,Tennessee,8194
Gulf Hills,Mississippi,8193
Interlaken,California,8191
Sheboygan Falls,Wisconsin,8190
Bellevue,Pennsylvania,8186
North Star,Delaware,8178
Garden City Park,New York,8176
Los Fresnos,Texas,8174
Richfield,Utah,8173
Hornell,New York,8173
Navasota,Texas,8170
Odessa,Florida,8170
Corning,California,8168
Lake of the Woods,Virginia,8165
Downingtown,Pennsylvania,8163
Breinigsville,Pennsylvania,8159
University of California-Davis,California,8158
Rolling Hills Estates,California,8158
Springfield,Florida,8157
Center Moriches,New York,8155
Paris,Illinois,8154
Maplewood,Missouri,8154
Southwood Acres,Connecticut,8154
Johnstown,New York,8153
Ketchikan,Alaska,8151
Brentwood,Missouri,8151
Berkeley,Missouri,8149
Camp Hill,Pennsylvania,8149
Cuero,Texas,8147
Roxboro,North Carolina,8144
Lochbuie,Colorado,8142
Pomona,New Jersey,8141
Cleveland,Texas,8137
Travelers Rest,South Carolina,8137
Kalifornsky,Alaska,8136
Hillside,Illinois,8133
Sequim,Washington,8130
Dormont,Pennsylvania,8120
Applewood,Colorado,8120
Charlestown,Indiana,8118
Providence Village,Texas,8116
York,Nebraska,8114
Spotswood,New Jersey,8112
Mahtomedi,Minnesota,8108
Fairwood,Maryland,8108
Fort Belvoir,Virginia,8107
Leola,Pennsylvania,8107
Plain City,Utah,8101
Kirby,Texas,8100
Scappoose,Oregon,8099
Midway City,California,8094
Lake Carmel,New York,8090
Alliance,Nebraska,8089
South San Gabriel,California,8084
Whitmore Lake,Michigan,8083
Bermuda Dunes,California,8074
Butler,New Jersey,8072
Sunnyvale,Texas,8069
Albertville,Minnesota,8066
Brazil,Indiana,8064
Middleborough Center,Massachusetts,8064
Wyoming,Minnesota,8063
Bondurant,Iowa,8061
Stuttgart,Arkansas,8060
Antigo,Wisconsin,8058
Oak Hill,West Virginia,8057
South Kensington,Maryland,8057
Fort Polk South,Louisiana,8056
Oberlin,Ohio,8054
Union,South Carolina,8047
Landen,Ohio,8041
Lucas,Texas,8040
Vinton,Virginia,8038
Montpelier,Vermont,8038
South Weber,Utah,8037
Atco,New Jersey,8037
Groesbeck,Ohio,8036
Fort Dix,New Jersey,8034
Wilmington Manor,Delaware,8030
Port Jefferson,New York,8029
Oak Brook,Illinois,8028
Camden,South Carolina,8025
Pismo Beach,California,8024
Island Lake,Illinois,8023
Parkville,Missouri,8022
Fletcher,North Carolina,8022
Newport,Arkansas,8019
Carnegie,Pennsylvania,8015
Hillsdale,Michigan,8013
Kaufman,Texas,8010
Timnath,Colorado,8007
North Bay Village,Florida,8004
Latrobe,Pennsylvania,8002
Golden Valley,Arizona,7999
Nevada,Missouri,7998
Fruitvale,Colorado,7998
Wahpeton,North Dakota,7996
Butner,North Carolina,7996
Grand Blanc,Michigan,7995
Brunswick,Maryland,7994
Greenbriar,Virginia,7989
Piedmont,Oklahoma,7978
North Weeki Wachee,Florida,7967
Zebulon,North Carolina,7961
Woodfin,North Carolina,7957
Crestwood Village,New Jersey,7951
Waikele,Hawaii,7950
Emmett,Idaho,7948
Oak Grove,Kentucky,7945
Watsessing,New Jersey,7944
Lexington,Tennessee,7943
Glenside,Pennsylvania,7941
Silvis,Illinois,7939
Lincolnshire,Illinois,7937
Three Rivers,Michigan,7936
Moundsville,West Virginia,7934
Wagoner,Oklahoma,7934
South Beloit,Illinois,7930
Gettysburg,Pennsylvania,7929
Perry,Iowa,7928
Congers,New York,7923
Quincy,Washington,7922
Green,Oregon,7916
Mount Ivy,New York,7913
Woodland Park,Colorado,7909
Cottage Grove,Wisconsin,7906
Dexter,Missouri,7906
Siler City,North Carolina,7905
Carrollton,Virginia,7903
Broadview,Illinois,7898
South Boston,Virginia,7896
Santa Clara,Utah,7891
West Livingston,Texas,7888
Dalhart,Texas,7885
Ashland,Wisconsin,7884
Jackson,Wisconsin,7882
Basking Ridge,New Jersey,7882
Farr West,Utah,7881
Bernardsville,New Jersey,7871
Cumming,Georgia,7869
Blair,Nebraska,7868
West Dundee,Illinois,7867
White Knoll,South Carolina,7865
Grove City,Pennsylvania,7861
Glastonbury Center,Connecticut,7860
Waller,Washington,7857
Enoch,Utah,7856
Thompson's Station,Tennessee,7855
Pinson,Alabama,7851
Big Rapids,Michigan,7847
Lihue,Hawaii,7847
Ponchatoula,Louisiana,7839
Round Lake Park,Illinois,7833
Yreka,California,7832
Princeton,Illinois,7829
Westlake Village,California,7829
Glen Ridge,New Jersey,7827
Robinwood,Maryland,7822
Quincy,Florida,7818
Jersey Village,Texas,7817
Campbell,Ohio,7812
St. Joseph,Michigan,7805
Ripon,Wisconsin,7803
Tyrone,Georgia,7803
Broadview Park,Florida,7802
Humboldt,Tennessee,7799
Grand Ledge,Michigan,7797
St. Martin,Mississippi,7797
Brevard,North Carolina,7795
Old Jefferson,Louisiana,7790
Harrisburg,South Dakota,7790
Four Corners,Maryland,7785
Tuttle,Oklahoma,7785
Magalia,California,7784
Half Moon,North Carolina,7780
Palmyra,Pennsylvania,7769
Webster City,Iowa,7769
Wildewood,Maryland,7765
Dry Run,Ohio,7765
Etowah,North Carolina,7765
Lake Dallas,Texas,7761
Eden Isle,Louisiana,7753
South Cleveland,Tennessee,7748
North Bend,Washington,7745
Bradford,Pennsylvania,7738
Bonner Springs,Kansas,7735
Baldwinsville,New York,7732
Jennings Lodge,Oregon,7732
Ancient Oaks,Pennsylvania,7731
Manhasset,New York,7730
Sky Lake,Florida,7728
Kill Devil Hills,North Carolina,7727
Park City,Kansas,7726
Jefferson,Wisconsin,7722
Acton,California,7721
Mount Horeb,Wisconsin,7719
Ripley,Tennessee,7718
Earlimart,California,7716
Fanwood,New Jersey,7714
St. Johns,Michigan,7712
Hudsonville,Michigan,7711
Dunellen,New Jersey,7711
Brigantine,New Jersey,7702
Ruidoso,New Mexico,7701
Fairlawn,Ohio,7689
Homestead Meadows South,Texas,7687
Bloomingdale,New Jersey,7686
Commerce,Georgia,7684
Boonville,Missouri,7682
Floresville,Texas,7679
Shorewood,Minnesota,7679
Inverness,Florida,7672
Ashland,Virginia,7667
Seward,Nebraska,7665
Ludington,Michigan,7664
Thousand Palms,California,7662
New Albany,Mississippi,7661
Gold River,California,7661
Oak Ridge,North Carolina,7660
Woodlake,California,7651
Canfield,Ohio,7651
Nibley,Utah,7651
Collinsville,Virginia,7645
Wellington,Kansas,7643
Beacon Square,Florida,7643
